id,category,variant,text,source_file,source_symbol,fixed,required,zh_filename,taigi_filename,notes
triage_preferred_days_04,A_core_preferred_days,04,"方便告訴我，你接下來哪些日期可以看診嗎？",backend/app/services/question_specs.py,"QUESTION_SPECS[question_id=preferred_days].variants",TRUE,REQUIRED,triage_preferred_days_04_zh.m4a,triage_preferred_days_04_taigi.m4a,RUNTIME_REACHABLE
triage_preferred_days_05,A_core_preferred_days,05,"你近期較方便安排就醫的日子是哪幾天呢？",backend/app/services/question_specs.py,"QUESTION_SPECS[question_id=preferred_days].variants",TRUE,REQUIRED,triage_preferred_days_05_zh.m4a,triage_preferred_days_05_taigi.m4a,RUNTIME_REACHABLE
triage_preferred_sessions_01,A_core_preferred_sessions,01,"請問你偏好的看診時段是上午、下午還是夜間？",backend/app/services/question_specs.py,"QUESTION_SPECS[question_id=preferred_sessions].variants",TRUE,REQUIRED,triage_preferred_sessions_01_zh.m4a,triage_preferred_sessions_01_taigi.m4a,RUNTIME_REACHABLE
triage_preferred_sessions_02,A_core_preferred_sessions,02,"想確認一下，你看診比較方便的時段是上午、下午或夜間？",backend/app/services/question_specs.py,"QUESTION_SPECS[question_id=preferred_sessions].variants",TRUE,REQUIRED,triage_preferred_sessions_02_zh.m4a,triage_preferred_sessions_02_taigi.m4a,RUNTIME_REACHABLE
triage_preferred_sessions_03,A_core_preferred_sessions,03,"請問你偏好安排上午、下午，還是夜間門診？",backend/app/services/question_specs.py,"QUESTION_SPECS[question_id=preferred_sessions].variants",TRUE,REQUIRED,triage_preferred_sessions_03_zh.m4a,triage_preferred_sessions_03_taigi.m4a,RUNTIME_REACHABLE
triage_preferred_sessions_04,A_core_preferred_sessions,04,"方便告訴我，你比較適合上午、下午或夜間看診嗎？",backend/app/services/question_specs.py,"QUESTION_SPECS[question_id=preferred_sessions].variants",TRUE,REQUIRED,triage_preferred_sessions_04_zh.m4a,triage_preferred_sessions_04_taigi.m4a,RUNTIME_REACHABLE
triage_preferred_sessions_05,A_core_preferred_sessions,05,"你希望看診時間安排在上午、下午還是夜間呢？",backend/app/services/question_specs.py,"QUESTION_SPECS[question_id=preferred_sessions].variants",TRUE,REQUIRED,triage_preferred_sessions_05_zh.m4a,triage_preferred_sessions_05_taigi.m4a,RUNTIME_REACHABLE
triage_clarification_symptom_01,B_clarification_symptom,01,"想確認一下，您最主要想處理的不舒服症狀是什麼？",backend/app/services/clarification_engine.py,"CLARIFICATION_PROMPTS[symptom]",TRUE,REQUIRED,triage_clarification_symptom_01_zh.m4a,triage_clarification_symptom_01_taigi.m4a,"RUNTIME_REACHABLE; strict validation failure"
triage_clarification_red_flags_01,B_clarification_red_flags,01,"想再確認一下，你目前有沒有剛才提到的任何一項急迫症狀？如果有，請告訴我是胸痛、嚴重呼吸困難、意識不清、大量出血、半邊無力或劇烈頭痛；如果都沒有，請回答『都沒有』。",backend/app/services/clarification_engine.py,"CLARIFICATION_PROMPTS[red_flags]",TRUE,REQUIRED,triage_clarification_red_flags_01_zh.m4a,triage_clarification_red_flags_01_taigi.m4a,"RUNTIME_REACHABLE; safety-specific clarification"
triage_clarification_body_part_01,B_clarification_body_part,01,"想確認一下，症狀主要在身體哪個部位？",backend/app/services/clarification_engine.py,"CLARIFICATION_PROMPTS[body_part]",TRUE,REQUIRED,triage_clarification_body_part_01_zh.m4a,triage_clarification_body_part_01_taigi.m4a,RUNTIME_REACHABLE
triage_clarification_duration_01,B_clarification_duration,01,"想確認一下，這個症狀大約持續多久了？例如幾天、幾週或幾個月。",backend/app/services/clarification_engine.py,"CLARIFICATION_PROMPTS[duration]",TRUE,REQUIRED,triage_clarification_duration_01_zh.m4a,triage_clarification_duration_01_taigi.m4a,RUNTIME_REACHABLE
triage_clarification_severity_01,B_clarification_severity,01,"想確認一下，您的疼痛或不舒服是輕微、普通，還是嚴重到影響睡眠或日常活動？",backend/app/services/clarification_engine.py,"CLARIFICATION_PROMPTS[severity]",TRUE,REQUIRED,triage_clarification_severity_01_zh.m4a,triage_clarification_severity_01_taigi.m4a,RUNTIME_REACHABLE
triage_clarification_preferred_days_01,B_clarification_preferred_days,01,"想確認一下，您可就醫的日期是平日、週末、每天都可以，還是目前不確定？",backend/app/services/clarification_engine.py,"CLARIFICATION_PROMPTS[preferred_days]",TRUE,REQUIRED,triage_clarification_preferred_days_01_zh.m4a,triage_clarification_preferred_days_01_taigi.m4a,RUNTIME_REACHABLE
triage_clarification_preferred_sessions_01,B_clarification_preferred_sessions,01,"想確認一下，您比較方便的時段是上午、下午、夜間，還是全天都可以？",backend/app/services/clarification_engine.py,"CLARIFICATION_PROMPTS[preferred_sessions]",TRUE,REQUIRED,triage_clarification_preferred_sessions_01_zh.m4a,triage_clarification_preferred_sessions_01_taigi.m4a,RUNTIME_REACHABLE
triage_clarification_department_01,B_clarification_department,01,"目前提供的資訊還不足以確定最合適的科別，我再確認一點：除了目前描述的不舒服之外，還有其他明顯症狀嗎？",backend/app/routes/chat.py,DEPARTMENT_CLARIFICATION_TEXT,TRUE,REQUIRED,triage_clarification_department_01_zh.m4a,triage_clarification_department_01_taigi.m4a,"RUNTIME_REACHABLE; at most once"
triage_clarification_preferred_days_unavailable_01,B_clarification_preferred_days,unavailable,"了解您最近可能不方便。想確認是否完全沒有可就醫日期，還是只有部分日期可以？",backend/app/services/clarification_engine.py,"clarification_prompt(semantic_status=unavailable)",TRUE,OPTIONAL,triage_clarification_preferred_days_unavailable_01_zh.m4a,triage_clarification_preferred_days_unavailable_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; unavailable is satisfied"
triage_clarification_can_take_leave_01,B_clarification_can_take_leave,01,"想確認一下，如果需要較早看診，您是否方便請假？",backend/app/services/clarification_engine.py,"CLARIFICATION_PROMPTS[can_take_leave]",TRUE,OPTIONAL,triage_clarification_can_take_leave_01_zh.m4a,triage_clarification_can_take_leave_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; not in checklist"
triage_clarification_generic_01,B_clarification_generic,01,"想再確認一下剛剛那個回答，可以請您用更明確的方式說明嗎？",backend/app/services/clarification_engine.py,"clarification_prompt() default",TRUE,OPTIONAL,triage_clarification_generic_01_zh.m4a,triage_clarification_generic_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; all checklist fields have a dedicated prompt"
triage_confirmation_department_dynamic_01,C_confirmation_department,dynamic,"目前建議科別為 {case.department_result.childDept}，請確認後取得推薦掛號方案。",backend/app/routes/chat.py,"chat() awaiting-confirmation branch",FALSE,DYNAMIC_NOT_PREGENERATED,,,"RUNTIME_REACHABLE; formal department name varies"
triage_confirmation_completed_01,C_confirmation_confirmed,01,"已確認分診結果，可呼叫 /recommend 取得推薦掛號方案。",backend/app/routes/chat.py,"chat() confirmed branch",TRUE,OPTIONAL,triage_confirmation_completed_01_zh.m4a,triage_confirmation_completed_01_taigi.m4a,"BACKEND_RUNTIME; Android navigates without adding message"
triage_confirmation_legacy_cache_01,C_confirmation_confirmed,legacy,"已確認分診結果，接下來為您推薦掛號方案。",backend/app/services/fixed_sentences.py,"BACKEND_FIXED_SENTENCES[confirm_department]",TRUE,OPTIONAL,triage_confirmation_legacy_cache_01_zh.m4a,triage_confirmation_legacy_cache_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; differs from active chat reply"
triage_safety_urgent_01,D_safety,01,"症狀較急迫，建議盡快就醫，必要時請假處理。",backend/app/services/rule_engine.py,"evaluate_urgency() warning_message",TRUE,OPTIONAL,triage_safety_urgent_01_zh.m4a,triage_safety_urgent_01_taigi.m4a,"RUNTIME_DISPLAY_ONLY; warning card has no playback button"
triage_safety_uncertain_01,D_safety,02,"目前無法完全確認是否有急迫症狀；若有突發胸痛、嚴重呼吸困難、意識不清、大量出血、半邊無力或劇烈頭痛，請優先尋求緊急醫療協助。",backend/app/services/rule_engine.py,RED_FLAG_UNCERTAINTY_WARNING,TRUE,OPTIONAL,triage_safety_uncertain_01_zh.m4a,triage_safety_uncertain_01_taigi.m4a,"RUNTIME_DISPLAY_ONLY; warning card has no playback button"
triage_safety_footer_01,D_safety,03,"本資訊僅供參考！若有緊急症狀請立即就醫",android/app/src/main/java/com/example/medicalaiguidance/screen/ChatScreen.kt,"RealBubbleItem() safety-label Text",TRUE,OPTIONAL,triage_safety_footer_01_zh.m4a,triage_safety_footer_01_taigi.m4a,"RUNTIME_DISPLAY_ONLY; fixed label on AI bubble and not read by playback button"
triage_system_department_unresolved_01,E_system,01,"目前仍無法安全地自動判定唯一科別，系統沒有替你套用預設科別。請改用手動選科，或洽醫院掛號服務協助。",backend/app/routes/chat.py,DEPARTMENT_UNRESOLVED_REPLY,TRUE,REQUIRED,triage_system_department_unresolved_01_zh.m4a,triage_system_department_unresolved_01_taigi.m4a,"RUNTIME_REACHABLE; Android creates playable AI message"
triage_system_revision_01,E_system,02,"好的，我會延續這次問診紀錄重新整理。請補充想修改的症狀、嚴重程度、看診日期或時段。",backend/app/routes/chat.py,"chat() revision-requested branch",TRUE,REQUIRED,triage_system_revision_01_zh.m4a,triage_system_revision_01_taigi.m4a,"RUNTIME_REACHABLE; edit flow"
triage_system_return_visit_01,E_system,03,"回診不進行完整症狀分診，請使用 /followup/recommend 提供原科別、原醫師與可看診時段。",backend/app/routes/chat.py,"chat() return-visit branch",TRUE,OPTIONAL,triage_system_return_visit_01_zh.m4a,triage_system_return_visit_01_taigi.m4a,"BACKEND_RUNTIME; Android does not start ChatScreen triage for return_visit"
triage_system_batch_wrapper_01,E_system,04,"請一次回答以下問題。",backend/app/routes/chat.py,"chat() question-batch reply",TRUE,OPTIONAL,triage_system_batch_wrapper_01_zh.m4a,triage_system_batch_wrapper_01_taigi.m4a,"BACKEND_ACTIVE_ANDROID_NOT_RENDERED; first question takes priority"
triage_system_empty_state_01,E_system,05,"不舒服嗎？請告訴我",android/app/src/main/java/com/example/medicalaiguidance/screen/ChatScreen.kt,"ChatScreen() empty-state Text",TRUE,OPTIONAL,triage_system_empty_state_01_zh.m4a,triage_system_empty_state_01_taigi.m4a,"RUNTIME_DISPLAY_ONLY; no TTS entry"
triage_system_analyzing_01,E_system,06,"正在分析中請稍後",android/app/src/main/java/com/example/medicalaiguidance/screen/ChatScreen.kt,"AiThinkingBubble() commented-out Text",TRUE,OPTIONAL,triage_system_analyzing_01_zh.m4a,triage_system_analyzing_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; UI currently shows animated dots only"
triage_system_continue_fallback_01,E_system,07,"請繼續描述症狀或可看診時間。",android/app/src/main/java/com/example/medicalaiguidance/viewmodel/ChatViewModel.kt,"consumeTriageResponse() fallback",TRUE,OPTIONAL,triage_system_continue_fallback_01_zh.m4a,triage_system_continue_fallback_01_taigi.m4a,"DEFENSIVE_FALLBACK; valid backend response supplies content"
triage_system_continue_fallback_en_01,E_system,08,"I received your information. Please continue describing your symptoms or preferred visit time.",android/app/src/main/java/com/example/medicalaiguidance/viewmodel/ChatViewModel.kt,"sendMessage() fallback",TRUE,OPTIONAL,triage_system_continue_fallback_en_01_zh.m4a,triage_system_continue_fallback_en_01_taigi.m4a,"DEFENSIVE_FALLBACK; valid backend response supplies content"
triage_system_revision_local_01,E_system,09,"好的，請直接補充想修改的症狀、嚴重程度或希望看診時間，我會延續這次問診重新整理。",android/app/src/main/java/com/example/medicalaiguidance/viewmodel/ChatViewModel.kt,"continueEditing() no-active-case branch",TRUE,OPTIONAL,triage_system_revision_local_01_zh.m4a,triage_system_revision_local_01_taigi.m4a,"DEFENSIVE_FALLBACK; normal edit flow has active case"
triage_system_revision_response_fallback_01,E_system,10,"好的，我會延續這次問診紀錄重新整理。請補充想修改的症狀、嚴重程度或看診日期/時段。",android/app/src/main/java/com/example/medicalaiguidance/viewmodel/ChatViewModel.kt,"continueEditing() empty-response fallback",TRUE,OPTIONAL,triage_system_revision_response_fallback_01_zh.m4a,triage_system_revision_response_fallback_01_taigi.m4a,"DEFENSIVE_FALLBACK; backend revision reply is non-empty"
triage_system_greeting_01,E_system,11,"您好，請問哪裡不舒服？我來幫您掛號。",backend/app/services/fixed_sentences.py,"GUIDANCE_SENTENCES[greeting]",TRUE,OPTIONAL,triage_system_greeting_01_zh.m4a,triage_system_greeting_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; no consumer reference"
triage_system_querying_01,E_system,12,"好的，正在為您查詢，請稍候。",backend/app/services/fixed_sentences.py,"GUIDANCE_SENTENCES[querying]",TRUE,OPTIONAL,triage_system_querying_01_zh.m4a,triage_system_querying_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; no consumer reference"
triage_system_listening_01,E_system,13,"請說，我在聽。",backend/app/services/fixed_sentences.py,"GUIDANCE_SENTENCES[listening]",TRUE,OPTIONAL,triage_system_listening_01_zh.m4a,triage_system_listening_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; no consumer reference"
triage_system_not_understood_01,E_system,14,"抱歉，沒聽清楚，可以再說一次嗎？",backend/app/services/fixed_sentences.py,"GUIDANCE_SENTENCES[not_understood]",TRUE,OPTIONAL,triage_system_not_understood_01_zh.m4a,triage_system_not_understood_01_taigi.m4a,"UNUSED_CURRENT_RUNTIME; current ASR uses other operational error text"
